"","CN","SRV_CN","CTY_CN","PREV_PLT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","PLOT_STATUS_CD","PLOT_NONSAMPLE_REASN_CD","MEASYEAR","MEASMON","MEASDAY","REMPER","KINDCD","DESIGNCD","RDDISTCD","WATERCD","ELEV","GROW_TYP_CD","MORT_TYP_CD","P2PANEL","P3PANEL","ECOSUBCD","CONGCD","MANUAL","KINDCD_NC","QA_STATUS","CREATED_BY","CREATED_DATE","CREATED_IN_INSTANCE","MODIFIED_BY","MODIFIED_DATE","MODIFIED_IN_INSTANCE","MICROPLOT_LOC","DECLINATION","EMAP_HEX","SAMP_METHOD_CD","SUBP_EXAMINE_CD","MACRO_BREAKPOINT_DIA","INTENSITY","CYCLE","SUBCYCLE","ECO_UNIT_PNW","TOPO_POSITION_PNW","NF_SAMPLING_STATUS_CD","NF_PLOT_STATUS_CD","NF_PLOT_NONSAMPLE_REASN_CD","P2VEG_SAMPLING_STATUS_CD","P2VEG_SAMPLING_LEVEL_DETAIL_CD","INVASIVE_SAMPLING_STATUS_CD","INVASIVE_SPECIMEN_RULE_CD","DESIGNCD_P2A","MANUAL_DB","SUBPANEL","COLOCATED_CD_RMRS","CONDCHNGCD_RMRS","FUTFORCD_RMRS","MANUAL_NCRS","MANUAL_NERS","MANUAL_RMRS","PAC_ISLAND_PNWRS","PLOT_SEASON_NERS","PRECIPITATION","PREV_MICROPLOT_LOC_RMRS","PREV_PLOT_STATUS_CD_RMRS","REUSECD1","REUSECD2","REUSECD3","total_cond","natural","treatment","proportion_forest","cc","FORTYPCD","total_fortypcd","forest_group","do.union"
"1817",44541641020004,44513113020004,5010497,24325575010900,2013,6,3,7,94807,1,NA,2013,4,9,9.5,2,501,7,0,1300,2,2,5,NA,"M261Fb",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,6,3,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1818",44541642020004,44513113020004,59010497,24230909010900,2013,6,3,115,52302,1,NA,2013,4,25,9.6,2,501,4,4,1500,2,2,5,NA,"M261Fb",603,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,4,7,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1819",44543633020004,44513113020004,26010497,24295998010900,2013,6,2,49,80178,1,NA,2013,6,10,10,2,501,4,0,4500,2,2,5,NA,"M261Gd",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,3,3,7,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1820",44543636020004,44513113020004,23010497,24288362010900,2013,6,5,43,93434,1,NA,2013,4,15,9.6,2,501,5,0,5900,2,2,5,NA,"M261Ep",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",13,NA,1,4,24,1,6,3,5,4,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,72.5,371,1,370,TRUE
"1821",44541919020004,44513113020004,46010497,24232970010900,2013,6,2,89,91772,1,NA,2013,7,15,10,2,501,3,0,5500,2,2,5,NA,"M261Dl",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,3,1,3,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,64,371,1,370,TRUE
"1822",44542074020004,44513113020004,11010497,NA,2013,6,5,19,97878,3,2,2013,5,9,NA,1,501,NA,NA,2300,NA,NA,5,NA,"M261Fc",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",13,NA,2,1,24,1,6,3,5,NA,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1823",44542107020004,44513113020004,19010497,24312278010900,2013,6,2,35,69680,2,NA,2013,9,1,9.9,2,501,NA,NA,5300,2,2,5,NA," 342Be",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1824",44542116020004,44513113020004,46010497,24238158010900,2013,6,2,89,99260,2,NA,2013,9,1,9.9,2,501,NA,NA,3700,2,2,5,NA,"M261Dh",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1825",44542139020004,44513113020004,30010497,24272404010900,2013,6,3,57,52165,1,NA,2013,4,24,9.7,2,501,1,4,1700,2,2,5,NA,"M261Fb",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,4,6,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1826",44542140020004,44513113020004,32010497,24273832010900,2013,6,3,61,74950,1,NA,2013,7,2,9.8,2,501,5,0,700,2,2,5,5,"M261Fb",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,4,6,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1827",44542150020004,44513113020004,19010497,24310713010900,2013,6,2,35,86035,2,NA,2013,9,1,9.9,2,501,NA,NA,5100,2,2,5,NA,"M261Gm",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1828",44542152020004,44513113020004,56010497,24226483010900,2013,6,5,109,52307,1,NA,2013,6,24,9.8,2,501,7,0,5500,2,2,5,NA,"M261Em",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,5,6,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.73061,14.6122,221,0.73061,220,TRUE
"1829",44542155020004,44513113020004,23010497,NA,2013,6,5,43,90760,1,NA,2013,4,16,NA,1,501,7,0,1300,NA,NA,5,NA,"M261Fb",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",13,NA,1,4,24,1,6,3,5,5,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1830",44542157020004,44513113020004,33010497,24281743010900,2013,6,3,63,93409,1,NA,2013,9,26,10,2,501,5,0,5300,2,2,5,NA,"M261Ea",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,3,4,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,20,371,1,370,TRUE
"1831",44542161020004,44513113020004,26010497,24300323010900,2013,6,2,49,86273,2,NA,2013,9,1,9.9,2,501,NA,NA,4700,2,2,5,NA,"M261Ge",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1832",44542171020004,44513113020004,46010497,24233382010900,2013,6,2,89,55136,1,NA,2013,5,9,10,2,501,5,0,5100,2,2,5,NA,"M261Dj",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,3,1,2,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,1,22,371,1,370,TRUE
"1833",44541054020004,44513113020004,46010497,24231613010900,2013,6,2,89,75880,2,NA,2013,9,9,10.1,2,501,NA,NA,7300,2,2,5,NA,"M261Dm",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,3,1,NA,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1834",44541055020004,44513113020004,33010497,24282290010900,2013,6,3,63,97064,1,NA,2013,5,30,9.8,2,501,2,0,4900,2,2,5,NA,"M261Dm",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,6,7,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,10,0.962841,38.662276,371,0.962841,370,TRUE
"1835",44541090020004,44513113020004,10010497,24333983010900,2013,6,3,17,73033,1,NA,2013,8,13,10,2,501,2,0,6900,2,2,5,NA,"M261Eh",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,4,4,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,90,261,1,260,TRUE
"1836",48203937010497,48201641010497,6010497,23648956010900,2011,6,5,9,61426,2,NA,2011,9,1,9.8,2,501,NA,NA,1100,2,2,3,NA,"M261Fb",604,5,NA,1,NA,"2012-07-23",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1837",48203959010497,48201641010497,19010497,23678392010900,2011,6,2,35,82994,2,NA,2011,9,1,9.8,2,501,NA,NA,5500,2,2,3,NA," 342Bd",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1838",48203965010497,48201641010497,19010497,23677175010900,2011,6,2,35,91420,2,NA,2011,9,1,9.8,2,501,NA,NA,4100,2,2,3,NA," 342Bc",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1839",48203973010497,48201641010497,26010497,23692048010900,2011,6,2,49,89041,1,NA,2011,6,11,9.9,2,501,1,0,6100,2,2,3,NA," 342Bd",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,1,3,7,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1840",48203979010497,48201641010497,46010497,23730656010900,2011,6,2,89,55696,1,NA,2011,5,9,9.5,2,501,5,0,3300,2,2,3,NA,"M261Ai",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,1,1,5,1,NA,NA,2,3,2,0,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,92,371,1,370,TRUE
"1841",48203984010497,48201641010497,53010497,23747617010900,2011,6,3,103,56889,3,2,2011,10,19,9.9,2,501,NA,NA,1100,2,2,3,NA,"M261Fa",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",15,NA,2,1,24,1,6,1,6,NA,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1842",48203990010497,48201641010497,27010497,23697867010900,2011,6,5,51,94025,1,NA,2011,7,6,9.7,2,501,9,0,7900,2,2,3,3," 341Dd",608,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,1,NA,4,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.5,4.5,185,0.5,180,TRUE
"1843",48203990010497,48201641010497,27010497,23697867010900,2011,6,5,51,94025,1,NA,2011,7,6,9.7,2,501,9,0,7900,2,2,3,3," 341Dd",608,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,1,NA,4,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.5,4.5,NA,0.5,NA,TRUE
"1844",48203992010497,48201641010497,19010497,23680189010900,2011,6,2,35,51776,2,NA,2011,9,1,9.8,2,501,NA,NA,4100,2,2,3,NA,"M261Gd",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1845",48203993010497,48201641010497,19010497,23679295010900,2011,6,2,35,65787,2,NA,2011,9,1,9.8,2,501,NA,NA,5300,2,2,3,NA," 342Be",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1846",48203994010497,48201641010497,27010497,23697200010900,2011,6,5,51,57693,2,NA,2011,9,1,9.8,2,501,NA,NA,6900,2,2,3,NA," 341De",608,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1847",48204003010497,48201641010497,19010497,23679393010900,2011,6,2,35,50992,2,NA,2011,9,1,9.8,2,501,NA,NA,5300,2,2,3,NA," 342Be",601,5,NA,1,NA,"2012-07-25",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1848",30761673020004,48466122010497,19010497,23788517010900,2012,6,2,35,58051,2,NA,2012,9,1,10.2,2,501,NA,NA,3700,2,2,4,NA,"M261Gj",601,5.1,NA,1,NA,"2013-03-13",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1849",30761687020004,48466122010497,27010497,23768558010900,2012,6,5,51,81067,2,NA,2012,9,1,10.2,2,501,NA,NA,4300,2,2,4,NA," 341Di",608,5.1,NA,1,NA,"2013-03-13",20004,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1850",216959657020004,208669867020004,5010497,25158036010900,2014,6,3,7,89540,1,NA,2014,4,10,9.4,2,501,5,0,1900,2,2,1,NA,"M261Fb",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,1,4,24,1,6,4,6,7,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1851",216959658020004,208669867020004,33010497,25036906010900,2014,6,3,63,59396,1,NA,2014,10,16,10.2,2,501,6,0,4900,2,2,1,NA,"M261Dm",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,1,4,24,1,6,4,6,7,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1852",216959669020004,208669867020004,46010497,25002190010900,2014,6,2,89,64273,1,NA,2014,4,29,9.9,2,501,3,0,4700,2,2,1,NA,"M261Dl",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,1,4,24,1,6,4,1,7,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1853",216959706020004,208669867020004,10010497,25151798010900,2014,6,3,17,93259,1,NA,2014,5,13,9.5,2,501,3,4,1900,2,2,1,NA,"M261Eg",604,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,4,4,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1854",216959707020004,208669867020004,10010497,25151309010900,2014,6,3,17,81024,1,NA,2014,5,20,9.5,2,501,5,0,2500,2,2,1,NA,"M261Eg",604,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,4,3,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1855",216959714020004,208669867020004,53010497,NA,2014,6,3,103,73565,3,2,2014,4,26,NA,1,501,NA,NA,1500,NA,NA,1,NA,"M261Fa",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,2,1,24,1,6,4,6,NA,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1856",216959717020004,208669867020004,10010497,25152355010900,2014,6,3,17,92457,1,NA,2014,9,11,10.1,2,501,4,0,5900,2,2,1,NA,"M261Eh",604,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,4,3,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.75,33.75,371,0.75,370,TRUE
"1857",216959718020004,208669867020004,32010497,25032573010900,2014,6,3,61,72621,1,NA,2014,6,25,9.9,2,501,7,4,7700,2,2,1,NA,"M261Eh",604,6,NA,7,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,4,1,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,50,262,1,260,TRUE
"1858",216959725020004,208669867020004,55010497,25120980010900,2014,6,5,107,55635,1,NA,2014,8,13,9.9,2,501,9,0,8900,2,2,1,NA,"M261Eu",623,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",13,NA,1,4,24,1,6,4,5,4,0,NA,NA,2,3,0,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,17,225,1,220,TRUE
"1859",216959729020004,208669867020004,30010497,25030624010900,2014,6,3,57,75802,2,NA,2014,8,26,10,2,501,5,0,7500,2,2,1,NA,"M261Ej",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,3,3,1,1,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1860",216959750020004,208669867020004,55010497,25120034010900,2014,6,5,107,90635,1,NA,2014,6,24,9.8,2,501,9,0,5700,2,2,1,NA,"M261Ep",623,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",13,NA,1,4,24,1,6,4,5,5,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,45,933,1,920,TRUE
"1861",216959751020004,208669867020004,15010497,25062728010900,2014,6,6,27,77672,2,NA,2014,9,1,9.9,2,501,NA,NA,4300,2,2,1,NA," 322Aa",608,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1862",216959752020004,208669867020004,11010497,25161365010900,2014,6,5,19,62289,2,NA,2014,9,1,9.9,2,501,NA,NA,12300,2,2,1,NA,"M261Eo",604,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1863",216961662020004,208669867020004,46010497,25003884010900,2014,6,2,89,99987,1,NA,2014,6,19,10,2,501,4,0,5100,2,2,1,NA,"M261Dj",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,1,4,24,1,6,4,1,7,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,46,221,1,220,TRUE
"1864",216961663020004,208669867020004,6010497,25159977010900,2014,6,5,9,55892,2,NA,2014,9,1,9.9,2,501,NA,NA,300,2,2,1,NA," 262Ao",604,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1865",216961672020004,208669867020004,3010497,25156681010900,2014,6,5,3,90861,1,NA,2014,8,26,10.1,2,501,7,0,8100,2,2,1,1,"M261Ek",604,6,NA,7,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,4,NA,5,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.519135,34.22464,281,0.519135,280,TRUE
"1866",216961674020004,208669867020004,19010497,25048602010900,2014,6,2,35,94048,1,NA,2014,7,28,10.1,2,501,2,0,5700,2,2,1,NA,"M261Dd",601,6,NA,1,NA,"2015-02-17",489998,NA,"2020-07-24",290487,"OFFSET",14.5,NA,1,4,24,1,6,4,6,7,1,NA,NA,2,3,2,0,NA,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,29,371,1,370,TRUE
"1867",44543364020004,44513113020004,6010497,24327068010900,2013,6,5,9,53893,2,NA,2013,9,1,9.9,2,501,NA,NA,500,2,2,5,NA,"M261Fb",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",NA,NA,2,4,24,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1868",44543372020004,44513113020004,46010497,24231918010900,2013,6,2,89,68175,1,NA,2013,5,7,9.9,2,501,1,0,4500,2,2,5,NA,"M261Dl",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",15,NA,1,4,24,1,6,3,1,7,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1869",44543379020004,44513113020004,30010497,24273377010900,2013,6,3,57,78641,1,NA,2013,6,25,9.8,2,501,5,0,5900,2,2,5,NA,"M261Ej",601,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,3,3,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
"1870",44543383020004,44513113020004,4010497,24325098010900,2013,6,5,5,92060,1,NA,2013,4,29,9.8,2,501,2,0,1900,2,2,5,5,"M261Fb",604,6,NA,1,NA,"2014-04-08",489998,NA,"2020-07-24",290487,"OFFSET",14,NA,1,4,24,1,6,3,5,3,0,NA,NA,2,3,0,NA,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
