"","CN","PLT_CN","PREV_SIT_CN","INVYR","STATECD","UNITCD","COUNTYCD","PLOT","CONDID","TREE","SPCD","DIA","HT","AGEDIA","SPGRPCD","SITREE","SIBASE","SUBP","AZIMUTH","DIST","METHOD","SITREE_EST","VALIDCD","CYCLE","SUBCYCLE","AGECHKCD_RMRS","AGE_DETERMINATION_METHOD_PNWRS","CCLCD_RMRS","DAMAGE_AGENT_CD1_RMRS","DAMAGE_AGENT_CD2_RMRS","DAMAGE_AGENT_CD3_RMRS","SIBASE_AGE_PNWRS","SITETRCD_RMRS","SITE_AGE_TREE_STATUS_PNWRS","SITE_AGE_TREE_TYPE_PNWRS","SITE_TREE_METHOD_PNWRS","SITREE_EQU_NO_PNWRS","TREECLCD_RMRS","TREE_ACT_RMRS","YEAR_AGE_TAKEN","SIEQN_REF_CD","SITREE_FVS","SIBASE_FVS","SIEQN_REF_CD_FVS"
"3567",156951924010661,102509571010661,NA,2007,26,1,153,20487,1,2,12,10.1,67,59,6,54,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3568",156961106010661,102508113010661,NA,2007,26,3,129,20111,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3569",176476634010661,102517587010661,NA,2007,26,2,13,20144,2,2,12,7.9,44,33,6,49,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3570",176480384010661,102517836010661,NA,2007,26,4,157,20133,2,2,746,9.5,65,50,37,62,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3571",176480383010661,102517836010661,NA,2007,26,4,157,20133,2,1,746,8.3,63,43,37,65,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3572",156962866010661,102510105010661,NA,2007,26,2,131,29035,2,2,746,10.1,75,70,37,62,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3573",156962865010661,102510105010661,NA,2007,26,2,131,29035,2,1,746,14.8,76,74,37,61,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3574",156962864010661,102510105010661,NA,2007,26,2,131,29035,1,2,746,10.1,75,70,37,62,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3575",156962863010661,102510105010661,NA,2007,26,2,131,29035,1,1,746,14.8,76,74,37,61,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3576",176466451010661,102512229010661,NA,2007,26,4,27,20236,1,2,746,5.7,49,21,37,77,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3577",176466450010661,102512229010661,NA,2007,26,4,27,20236,1,1,746,9,56,23,37,82,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3578",176468771010661,102517155010661,NA,2007,26,1,3,20373,1,2,12,8.4,62,37,6,67,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3579",176468843010661,102517152010661,NA,2007,26,1,3,20028,1,2,746,10.5,64,42,37,67,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3580",176450563010661,102512505010661,NA,2007,26,3,31,20093,1,2,12,6.3,50,33,6,57,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3581",176450562010661,102512505010661,NA,2007,26,3,31,20093,1,1,12,5.3,42,32,6,48,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3582",156942134010661,102508503010661,NA,2007,26,3,31,20135,1,1,746,8.3,66,35,37,76,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3583",156981417010661,102509874010661,NA,2007,26,2,103,20702,1,2,746,5.1,49,24,37,72,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3584",156982000010661,102509742010661,NA,2007,26,2,103,20159,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3585",176523902010661,102517386010661,NA,2007,26,2,103,20838,1,1043,746,5.3,59,26,37,80,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3586",176494735010661,102518208010661,NA,2007,26,1,153,20021,1,1,12,8.6,47,42,6,46,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3587",156951272010661,102509523010661,NA,2007,26,1,153,20298,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3588",178892642010661,102450389010661,NA,2006,26,1,33,20561,1,2,746,8.3,57,30,37,72,50,3,NA,NA,1,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3589",178910951010661,102447152010661,NA,2006,26,1,3,20404,1,2,12,11.2,67,76,6,49,50,4,NA,NA,1,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3590",178938682010661,102447275010661,NA,2006,26,1,109,20105,1,1,746,11,60,51,37,57,50,2,NA,NA,1,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3591",178889059010661,102451829010661,NA,2006,26,2,103,20079,2,2,12,8.4,60,56,6,50,50,2,NA,NA,1,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3592",176528596010661,102512556010661,NA,2007,26,3,79,20171,2,2,746,7.8,51,32,37,63,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3593",176528595010661,102512556010661,NA,2007,26,3,79,20171,1,2,746,7.8,51,32,37,63,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3594",194631745010661,102107617010661,NA,2008,26,1,3,20320,1,2,12,6.6,42,34,6,46,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3595",194657198010661,102106915010661,NA,2008,26,3,79,20050,1,1,12,7.7,53,39,6,54,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3596",194657200010661,102106915010661,NA,2008,26,3,79,20050,2,1,12,7.7,53,39,6,54,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3597",176450252010661,102512517010661,NA,2007,26,3,31,20072,1,2,746,5.4,53,23,37,78,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3598",176450805010661,102513984010661,NA,2007,26,3,31,20310,1,2,746,7.2,52,38,37,58,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3599",176450804010661,102513984010661,NA,2007,26,3,31,20310,1,1,746,6.6,41,34,37,50,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3600",176454220010661,102512880010661,NA,2007,26,1,33,20677,1,2,12,8.8,57,55,6,48,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3601",176454430010661,102516333010661,NA,2007,26,1,33,20683,1,2,746,10.5,75,43,37,78,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3602",176454429010661,102516333010661,NA,2007,26,1,33,20683,1,1,12,10.6,61,55,6,51,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3603",176458367010661,102513366010661,NA,2007,26,1,41,29011,1,1,12,6.9,40,31,6,47,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3604",156965870010661,102508326010661,NA,2007,26,3,143,20109,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3605",156938994010661,102509946010661,NA,2007,26,2,13,20112,1,1,746,7.7,65,44,37,66,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3606",176498960010661,102513519010661,NA,2007,26,1,109,20165,2,2,746,5.8,45,29,37,60,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3607",156941053010661,102508485010661,NA,2007,26,4,27,20015,1,4,746,6,50,25,37,71,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3608",176504099010661,102516138010661,NA,2007,26,3,119,20230,2,2,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3609",176508543010661,102511830010661,NA,2007,26,3,129,20079,2,1,746,6.1,55,44,37,56,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3610",176476419010661,102513645010661,NA,2007,26,2,13,20218,1,1,746,12.1,72,53,37,67,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3611",156961935010661,102510147010661,NA,2007,26,2,131,20078,1,1,746,7.2,44,22,37,69,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3612",176470965010661,102517158010661,NA,2007,26,1,3,20459,1,1,12,12.8,66,42,6,66,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3613",176451430010661,102516117010661,NA,2007,26,3,31,20320,2,2,12,6.7,48,44,6,45,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3614",176451429010661,102516117010661,NA,2007,26,3,31,20320,2,1,12,5.9,42,37,6,43,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3615",176451428010661,102516117010661,NA,2007,26,3,31,20320,1,2,12,6.7,48,44,6,45,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3616",176451427010661,102516117010661,NA,2007,26,3,31,20320,1,1,12,5.9,42,37,6,43,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3617",176460993010661,102517239010661,NA,2007,26,1,41,20461,2,1,12,5.3,43,33,6,48,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3618",176460991010661,102517239010661,NA,2007,26,1,41,20461,1,1,12,5.3,43,33,6,48,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3619",176453886010661,102513174010661,NA,2007,26,1,33,20672,1,2,12,7.5,55,44,6,52,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3620",176453885010661,102513174010661,NA,2007,26,1,33,20672,1,1,12,9.2,65,56,6,54,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3621",156959475010661,102509148010661,NA,2007,26,3,123,20021,2,1,746,5.1,35,22,37,59,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3622",156959474010661,102509148010661,NA,2007,26,3,123,20021,1,1,746,5.1,35,22,37,59,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3623",224812470010661,107861222010661,NA,2009,26,3,143,10260,1,1,746,8.4,56,32,37,68,50,4,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3624",224801103010661,107860994010661,NA,2009,26,3,51,20079,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3625",224801104010661,107860994010661,NA,2009,26,3,51,20079,3,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3626",224807295010661,107860676010661,NA,2009,26,3,119,20113,1,3,746,8.3,65,33,37,77,50,1,NA,NA,1,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3627",194665222010661,102106582010661,NA,2008,26,4,15,20049,1,1,746,8.7,55,30,37,70,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3628",176542404010661,102517521010661,NA,2007,26,2,71,20144,1,1043,746,6.8,56,25,37,78,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3629",224806765010661,107861174010661,NA,2009,26,3,119,20136,1,1,746,8,57,35,37,66,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3630",224806766010661,107861174010661,NA,2009,26,3,119,20136,1,2,12,11.4,61,49,6,54,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3631",224779528010661,107863052010661,NA,2009,26,2,103,20542,1,1,746,6.5,36,27,37,52,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3632",224779529010661,107863052010661,NA,2009,26,2,103,20542,1,2,746,6.1,44,32,37,55,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3633",224798983010661,107862959010661,NA,2009,26,3,31,20198,1,1,12,10,58,34,6,66,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3634",224798984010661,107862959010661,NA,2009,26,3,31,20198,1,2,746,7.4,55,37,37,62,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3635",224798985010661,107862959010661,NA,2009,26,3,31,20198,2,1,12,10,58,34,6,66,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3636",224798986010661,107862959010661,NA,2009,26,3,31,20198,2,2,746,7.4,55,37,37,62,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637",224799686010661,107862947010661,NA,2009,26,3,39,20130,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3638",176460597010661,102513387010661,NA,2007,26,1,41,20454,1,2,746,9.5,46,42,37,49,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3639",176460596010661,102513387010661,NA,2007,26,1,41,20454,1,1,746,5.7,43,33,37,53,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3640",176453415010661,102512001010661,NA,2007,26,1,33,20012,1,2,746,10.5,59,46,37,59,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641",176453414010661,102512001010661,NA,2007,26,1,33,20012,1,1,746,11.9,61,63,37,52,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3642",176469632010661,102514353010661,NA,2007,26,1,3,20103,2,2,12,7.1,50,50,6,43,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3643",176459721010661,102513363010661,NA,2007,26,1,41,20197,1,2,12,9.2,41,43,6,39,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3644",176498541010661,102513510010661,NA,2007,26,1,109,20347,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3645",176543594010661,102517548010661,NA,2007,26,2,71,20504,1,2,12,9.1,47,43,6,44,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3646",176532948010661,102514404010661,NA,2007,26,2,53,20012,2,2,12,7.2,30,41,6,28,50,2,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3647",156963582010661,102508806010661,NA,2007,26,3,133,20029,2,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648",194643126010661,102108247010661,NA,2008,26,2,53,29001,1,1,746,8.7,60,35,37,69,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3649",194643127010661,102108247010661,NA,2008,26,2,53,29001,1,2,746,7.3,53,32,37,65,50,1,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3650",194653924010661,102108361010661,NA,2008,26,3,31,20200,1,1,746,13.2,70,61,37,61,50,2,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3651",224737220010661,107863373010661,NA,2009,26,1,3,20150,1,2,746,6.9,73,29,37,92,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3652",224737402010661,107863373010661,NA,2009,26,1,3,20150,3,1,746,6.5,65,29,37,82,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653",224737404010661,107863373010661,NA,2009,26,1,3,20150,3,2,746,6.9,73,29,37,92,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3654",224737219010661,107863373010661,NA,2009,26,1,3,20150,1,1,746,6.5,65,29,37,82,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3655",224748085010661,107863376010661,NA,2009,26,1,41,20358,1,2,12,8.6,61,68,6,46,50,2,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3656",224809810010661,107860709010661,NA,2009,26,3,135,29031,1,1,12,12.5,67,74,6,49,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3657",224808824010661,107860712010661,NA,2009,26,3,129,20021,1,1,746,5.5,46,20,37,76,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3658",224808825010661,107860712010661,NA,2009,26,3,129,20021,1,2,746,6.3,51,23,37,76,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3659",224748785010661,107862098010661,NA,2009,26,1,95,20331,1,1,746,13.7,71,50,37,68,50,1,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3660",224749740010661,107862113010661,NA,2009,26,1,95,20247,1,2,12,10,49,40,6,49,50,3,NA,NA,2,NA,1,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3661",156954603010661,102510432010661,NA,2007,26,2,103,20469,1,2,12,8.2,67,52,6,59,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3662",194640920010661,102108892010661,NA,2008,26,1,153,20167,2,1,12,10.3,56,35,6,62,50,2,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3663",194640919010661,102108892010661,NA,2008,26,1,153,20167,1,4,12,11.5,60,67,6,46,50,3,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3664",194642020010661,102108907010661,NA,2008,26,2,43,20190,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3665",194642205010661,102108910010661,NA,2008,26,2,43,20341,1,1,12,6.4,46,39,6,47,50,3,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3666",194642206010661,102108910010661,NA,2008,26,2,43,20341,1,2,12,8.7,51,34,6,57,50,3,NA,NA,1,NA,1,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3667",156962140010661,102510057010661,NA,2007,26,2,131,20294,1,2,746,7.8,59,40,37,63,50,3,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3668",156962139010661,102510057010661,NA,2007,26,2,131,20294,1,1,746,8.9,57,45,37,58,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3669",176511069010661,102517725010661,NA,2007,26,2,131,29030,1,2,746,8.9,60,47,37,59,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3670",176511068010661,102517725010661,NA,2007,26,2,131,29030,1,1,746,8.3,60,58,37,53,50,1,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3671",176511120010661,102514113010661,NA,2007,26,2,131,29027,2,4,12,10.4,56,62,6,44,50,4,NA,NA,1,NA,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3672",176484334010661,102513837010661,NA,2007,26,2,131,20507,1,1,746,NA,NA,NA,37,69,50,NA,NA,NA,3,69,1,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
